token_type,token_address,receiver,amount
erc20,0x4200000000000000000000000000000000000042,0xb1a3EB48091fcfC4EdD53745d4afb1763F004B88,35.088
erc20,0x4200000000000000000000000000000000000042,0xc1bc64efc56D7dBe2116c93d7CB7AA751c6E1a33,35.088
erc20,0x4200000000000000000000000000000000000042,0x15FECfa8Fa295ad7383D84D172DBE51792fA95bB,35.088
erc20,0x4200000000000000000000000000000000000042,0x09b93AbCA90eC10B8572d257Ed691c8F82Fc1A3c,35.088
erc20,0x4200000000000000000000000000000000000042,0x89f80508845277300e5bCd612904F7B4bf0d8369,35.088
erc20,0x4200000000000000000000000000000000000042,0xf9d5755695f927f60a82c12A2109a9D3de33294F,35.088
erc20,0x4200000000000000000000000000000000000042,0x396E17973a47e7C663CcC6cd6f1E5B0523100CE3,35.088
erc20,0x4200000000000000000000000000000000000042,0x95d1750822e8D87423961E9d0A9C91e303Fa3b19,35.088
erc20,0x4200000000000000000000000000000000000042,0x0CAf6FEf595e25bD18083D07f4c1D143Ee33E298,35.088
erc20,0x4200000000000000000000000000000000000042,0x54316Fec7AA48213439F0d9085175F930b7C815e,35.088
erc20,0x4200000000000000000000000000000000000042,0xe19c73656bd9cc7efCDbADf8d9A82db6bB38c5bb,35.088
erc20,0x4200000000000000000000000000000000000042,0x266819E6C2Bc359EEF9f2F850E3701F56a16E8f7,35.088
erc20,0x4200000000000000000000000000000000000042,0xD0886275a97757676f051B29D3b636bADcB1Acb5,35.088
erc20,0x4200000000000000000000000000000000000042,0x4581b0c0D0d6Db8Bf970E93d6bAa004F0254d6Fb,35.088
erc20,0x4200000000000000000000000000000000000042,0xC529f8B3Ba2B9ffC16c00f108780E91E752D8567,35.088
erc20,0x4200000000000000000000000000000000000042,0x6Bb275953D6297261386A8eAC44db37e8f278eBF,35.088
erc20,0x4200000000000000000000000000000000000042,0xB533c548d50eD51e77D2511dD90E581f0c1782bf,35.088
erc20,0x4200000000000000000000000000000000000042,0xAcd54246EDa0c5638a247C4717a8782c21497eb6,35.088
erc20,0x4200000000000000000000000000000000000042,0xC1A3078e1308ae72c79B472A92b1282Ddef5Bd7A,35.088
erc20,0x4200000000000000000000000000000000000042,0xF059B59bdbeC91d83C558B4a3CD3c1c6E275F2F1,35.088
erc20,0x4200000000000000000000000000000000000042,0xb10bd5CFE2744fBe2916d2a7dC59a939617dfe1B,35.088
erc20,0x4200000000000000000000000000000000000042,0xb4DF8032F321A7192ac81AafE7fAB0dec25abA3A,35.088
erc20,0x4200000000000000000000000000000000000042,0x9924A2191Db3Dac662dAa48eF9F31a9EEf1d5962,35.088
erc20,0x4200000000000000000000000000000000000042,0x88B8dD3E10788B48314567F512CD3180716F8D5D,35.088
erc20,0x4200000000000000000000000000000000000042,0x841AD0AbAb2D33520ca236A2F5D8b038adDc12BA,35.088
erc20,0x4200000000000000000000000000000000000042,0x0d6b42b42bF039c9ea9012cb6f996a28bF01B7F0,35.088
erc20,0x4200000000000000000000000000000000000042,0x732b1fbA61Aa306BfBAa5dfd27431695FAB10651,35.088
erc20,0x4200000000000000000000000000000000000042,0x61AdAa3e0E765C3907359D04F2a076cbCA18b179,35.088
erc20,0x4200000000000000000000000000000000000042,0xb2eec968B68B9BDd10Bc8E0BC0aABfcC1Ef90ecB,35.088
erc20,0x4200000000000000000000000000000000000042,0xce49856f5D8c8091F0831e60045F91F0db020EFC,35.088
erc20,0x4200000000000000000000000000000000000042,0x25B6c539F800A93D2f908ed365EC77eAae293A4e,35.088
erc20,0x4200000000000000000000000000000000000042,0xF95dFb129223Ae03Dc8121b16EE8C872DB8D396d,35.088
erc20,0x4200000000000000000000000000000000000042,0xeAfcB5B9F0bE74296d89182C9915117e59882f2A,35.088
erc20,0x4200000000000000000000000000000000000042,0x1C05dEcb151A459E8B045a93f472D1B238204094,35.088
erc20,0x4200000000000000000000000000000000000042,0xD131F1BcDd547e067Af447dD3C36C99d6be9FdEB,35.088
